order_id,customer_id,product_category,product_subcategory,brand,delivery_status,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,total_amount,delivery_window_days,customer_rating
71993,7246,Bedroom,Wardrobe,CB2,Cancelled,FALSE,Google Pay,844.52,0,0,844.52,7,NIL
23069,9617,Bedroom,Dresser,Wayfair,Pending,TRUE,Debit Card,327.87,92.58,42.58,463.03,14,1.4
95823,3529,Bedroom,Chest of Drawers,Overstock,Rescheduled,TRUE,Apple Pay,2671.93,147.5,28.43,2847.86,13,2.8
90931,2121,Bedroom,Nightstand,Overstock,Delivered,FALSE,Credit Card,2295.37,88.32,0,2383.69,12,1.8
16028,6314,Bedroom,Bed Frame,Wayfair,Failed Delivery,FALSE,Bank Transfer,2132.61,0,,2132.61,11,3.6
20350,7267,Bedroom,Mattress,Overstock,Delivered,FALSE,Apple Pay,1730.26,116.07,0,1846.33,12,1.4
42780,8484,Bedroom,Bed Frame,Target,In Transit,TRUE,Cash on Delivery,1532.42,0,238.91,1771.33,6,4
96275,7484,Bedroom,Bed Frame,Wayfair,In Transit,FALSE,Bank Transfer,1741.69,0,0,1741.69,4,NIL
98835,3240,Bedroom,Nightstand,Target,Failed Delivery,TRUE,Apple Pay,578.92,0,141.65,720.57,11,1.5
14373,6977,Bedroom,Bed Frame,Urban Outfitters,Delivered,TRUE,PayPal,267.28,48.75,189.06,505.09,3,3.8
27224,2476,Bedroom,Dresser,Unknown,In Transit,TRUE,Credit Card,1428.02,103.36,35.11,1566.49,8,4.8
80701,6994,Bedroom,Dresser,Crate & Barrel,Failed Delivery,FALSE,Debit Card,707.79,0,0,707.79,11,1.3
25095,8673,Bedroom,Nightstand,Overstock,Failed Delivery,FALSE,Debit Card,974.97,,0,1107.25,14,3
69609,7038,Bedroom,Mattress,West Elm,Pending,TRUE,Apple Pay,1584.64,129.51,219.07,1933.22,2,NIL
91205,6374,Bedroom,Wardrobe,IKEA,Cancelled,TRUE,Credit Card,1775.17,0,85.79,1860.96,5,4
89964,4626,Bedroom,Wardrobe,Unknown,Failed Delivery,TRUE,Debit Card,2576.2,119.81,251.03,2947.04,2,2.4
58566,4559,Bedroom,Dresser,Ashley Furniture,Rescheduled,TRUE,Debit Card,1565.68,116.74,136.33,1818.75,7,3.5
22015,4475,Bedroom,Chest of Drawers,Ashley Furniture,Failed Delivery,TRUE,PayPal,2579.68,98.58,46.49,2724.75,2,2.2
40539,6383,Bedroom,Nightstand,Ashley Furniture,Failed Delivery,FALSE,Apple Pay,1949.36,126.67,0,2076.03,13,NIL
18330,8802,Bedroom,Dresser,HomeGoods,Delivered,TRUE,PayPal,483,28.31,280.75,792.06,14,2.4
99928,2768,Bedroom,Dresser,World Market,Rescheduled,FALSE,Apple Pay,2046.73,101.27,0,2148,8,2.9
19632,2323,Bedroom,Chest of Drawers,Wayfair,Failed Delivery,FALSE,Apple Pay,2105.77,0,0,2105.77,9,3.1
95814,4522,Bedroom,Mattress,HomeGoods,Pending,TRUE,PayPal,2255.53,98.5,237.78,2591.81,4,4.3
97177,5176,Bedroom,Wardrobe,Crate & Barrel,Pending,FALSE,Cash on Delivery,284.09,26.36,0,310.45,6,1.7
27054,1982,Bedroom,Mattress,IKEA,Failed Delivery,FALSE,Debit Card,2435.04,90.93,0,2525.97,14,3.7
88696,6119,Bedroom,Dresser,Urban Outfitters,Pending,TRUE,Apple Pay,2220.55,61.04,125.98,2407.57,9,1.2
39392,2773,Bedroom,Chest of Drawers,West Elm,Rescheduled,FALSE,PayPal,1612.58,119.45,0,1732.03,8,NIL
85248,4705,Bedroom,Chest of Drawers,World Market,Delivered,FALSE,Google Pay,1543.06,0,0,1543.06,2,2.7
10800,3972,Bedroom,Nightstand,Ashley Furniture,Rescheduled,FALSE,Debit Card,218.56,64.59,0,283.15,5,NIL
92991,1502,Bedroom,Wardrobe,Crate & Barrel,Failed Delivery,FALSE,Credit Card,1820.18,,0,1945.42,2,2.3
38197,7163,Bedroom,Dresser,HomeGoods,Rescheduled,TRUE,Apple Pay,1769.5,134.63,68.67,1972.8,3,3.2
49507,4460,Bedroom,Mattress,Target,Delivered,FALSE,Google Pay,2421.52,0,0,2421.52,10,4.8
40161,9196,Bedroom,Mattress,Ashley Furniture,Delivered,TRUE,Debit Card,211.25,88.22,45.79,345.26,3,4.1
19447,7505,Bedroom,Mattress,World Market,Rescheduled,FALSE,Debit Card,1667.78,81.8,0,1749.58,11,1.2
12456,8532,Bedroom,Chest of Drawers,Target,Failed Delivery,TRUE,Google Pay,382.01,60.3,75.43,517.74,13,4
85465,8033,Bedroom,Mattress,Target,Delivered,TRUE,Google Pay,2700.42,73.44,142.5,2916.36,7,4.7
63088,1341,Bedroom,Dresser,Overstock,Cancelled,FALSE,Google Pay,710.44,80.27,0,790.71,4,5
61873,6083,Bedroom,Dresser,HomeGoods,In Transit,TRUE,Credit Card,2029.77,0,151.85,2181.62,3,4.6
54500,4630,Bedroom,Wardrobe,Pottery Barn,In Transit,TRUE,Google Pay,1342.48,88.9,93.52,1524.9,5,3.8
35415,6724,Bedroom,Nightstand,Target,Failed Delivery,FALSE,Apple Pay,1322.14,62.12,,1384.26,2,3
56019,3419,Bedroom,Dresser,Overstock,Failed Delivery,TRUE,Cash on Delivery,741.01,0,40.97,781.98,11,2.5
40968,2684,Bedroom,Nightstand,Crate & Barrel,Cancelled,TRUE,Debit Card,257.66,43.8,167.03,468.49,8,1.3
67961,5961,Bedroom,Wardrobe,Urban Outfitters,Pending,FALSE,Debit Card,376.26,35.32,0,411.58,5,2.5
58331,5703,Bedroom,Nightstand,Wayfair,Rescheduled,TRUE,Google Pay,1407.92,123.49,152.97,1684.38,7,1.3
20057,2479,Bedroom,Wardrobe,World Market,Failed Delivery,FALSE,Credit Card,2220.95,0,0,2220.95,5,2.5
18639,6401,Bedroom,Wardrobe,Urban Outfitters,Cancelled,FALSE,Cash on Delivery,2334.06,114.4,0,2448.46,12,3.9
53694,2335,Bedroom,Nightstand,Overstock,Pending,FALSE,Google Pay,2087.95,0,0,2087.95,3,4.4
26750,9624,Bedroom,Bed Frame,Overstock,Failed Delivery,FALSE,Debit Card,484.44,63.66,0,548.1,10,1.6
73736,4145,Bedroom,Wardrobe,Ashley Furniture,Rescheduled,FALSE,PayPal,737.76,0,0,737.76,14,1.3
88282,7172,Bedroom,Dresser,Overstock,Delivered,TRUE,Google Pay,178.11,53.29,292.77,524.17,13,1.7
67366,1715,Bedroom,Chest of Drawers,Pottery Barn,In Transit,TRUE,Apple Pay,510.15,123.54,170.75,804.44,4,2.7
42768,1854,Bedroom,Dresser,HomeGoods,Failed Delivery,FALSE,PayPal,1575,73.65,0,1648.65,7,3.9
13495,7797,Bedroom,Wardrobe,Crate & Barrel,Delivered,TRUE,PayPal,2204.19,0,232.57,2436.76,5,4
39430,1461,Bedroom,Dresser,Urban Outfitters,In Transit,FALSE,Cash on Delivery,261.41,36.11,0,297.52,3,4.2
51770,2623,Bedroom,Wardrobe,Unknown,Rescheduled,FALSE,PayPal,481.13,73.65,0,554.78,6,NIL
20384,1311,Bedroom,Mattress,Overstock,Pending,TRUE,Debit Card,2344.84,0,48.94,2393.78,2,4.3
43544,4533,Bedroom,Nightstand,Crate & Barrel,Cancelled,FALSE,PayPal,2315.06,131.55,0,2446.61,6,2
47762,4893,Bedroom,Chest of Drawers,Overstock,Pending,TRUE,Cash on Delivery,2108.41,78.7,191.62,2378.73,11,2.1
75513,9782,Bedroom,Bed Frame,HomeGoods,In Transit,TRUE,Debit Card,319.8,51.2,146.04,517.04,14,4.9
12154,9443,Bedroom,Bed Frame,Overstock,Pending,TRUE,Bank Transfer,2278.94,0,259.96,2538.9,12,2.5
28818,5772,Bedroom,Nightstand,Urban Outfitters,Cancelled,FALSE,Credit Card,2269.14,119.86,0,2389,8,2.3
86271,6447,Bedroom,Chest of Drawers,HomeGoods,Failed Delivery,TRUE,Bank Transfer,2490.52,0,137.58,2628.1,10,1.3
99742,8612,Bedroom,Bed Frame,West Elm,Pending,FALSE,PayPal,752.75,0,0,752.75,5,1.7
15492,6170,Bedroom,Dresser,Ashley Furniture,Cancelled,TRUE,Apple Pay,747.82,0,181.38,929.2,1,2.2
58237,8159,Bedroom,Wardrobe,IKEA,Rescheduled,FALSE,Apple Pay,2979.56,0,0,2979.56,4,2.6
62431,8204,Bedroom,Chest of Drawers,Overstock,In Transit,FALSE,Google Pay,1262.67,90.31,0,1352.98,9,1.9
20828,7955,Bedroom,Dresser,IKEA,Failed Delivery,TRUE,Credit Card,896.68,0,276.69,1173.37,14,1.4
88964,3956,Bedroom,Chest of Drawers,Crate & Barrel,Pending,FALSE,Debit Card,1766.79,53.15,,1819.94,6,3.5
31842,8272,Bedroom,Dresser,Crate & Barrel,Pending,TRUE,Apple Pay,498.57,48.89,121.38,668.84,10,4.6
89635,8179,Bedroom,Mattress,World Market,Failed Delivery,FALSE,Bank Transfer,1812.84,0,0,1812.84,14,NIL
57467,7272,Bedroom,Dresser,Unknown,Cancelled,TRUE,Credit Card,1248.89,112.05,178.19,1539.13,5,3.7
84349,1530,Bedroom,Nightstand,Crate & Barrel,Failed Delivery,FALSE,PayPal,2647.16,74.06,0,2721.22,3,2.9
68188,2259,Bedroom,Bed Frame,Overstock,Delivered,FALSE,Apple Pay,1666.58,0,0,1666.58,7,1.9
85225,3255,Bedroom,Mattress,West Elm,Rescheduled,FALSE,Bank Transfer,2389.32,78.8,0,2468.12,12,NIL
60723,2929,Bedroom,Wardrobe,Urban Outfitters,Cancelled,TRUE,Google Pay,2261.89,85.94,96.03,2443.86,7,4.9
26074,3223,Bedroom,Dresser,World Market,Pending,TRUE,PayPal,2654.36,100.2,42.83,2797.39,3,1.8
19706,8406,Bedroom,Bed Frame,Wayfair,Delivered,FALSE,Google Pay,1498.56,131.17,0,1629.73,7,4.6
57381,9335,Bedroom,Dresser,IKEA,In Transit,FALSE,Google Pay,1940.48,143.65,0,2084.13,10,1.5
52291,4694,Bedroom,Bed Frame,IKEA,In Transit,FALSE,Debit Card,1398.17,148.25,0,1546.42,6,2.7
26406,5961,Bedroom,Wardrobe,CB2,Cancelled,FALSE,Apple Pay,807.03,71.08,0,878.11,12,1.6
84991,7825,Bedroom,Chest of Drawers,Target,Rescheduled,TRUE,Bank Transfer,1594.15,81.73,48.79,1724.67,5,1.1
75308,9433,Bedroom,Nightstand,Pottery Barn,Failed Delivery,FALSE,Google Pay,2875.5,84.76,0,2960.26,12,NIL
13037,2475,Bedroom,Chest of Drawers,Overstock,Pending,FALSE,Cash on Delivery,464.4,97.62,0,562.02,3,1.1
11071,2761,Bedroom,Nightstand,Unknown,In Transit,FALSE,Google Pay,199.06,62.28,0,261.34,6,3.9
61629,7114,Bedroom,Bed Frame,Crate & Barrel,Rescheduled,FALSE,Bank Transfer,2232.38,0,0,2232.38,10,NIL
62610,9193,Bedroom,Mattress,Wayfair,Cancelled,FALSE,Credit Card,2844.65,121.13,0,2965.78,9,3.8
79774,9025,Bedroom,Dresser,Crate & Barrel,Failed Delivery,FALSE,Cash on Delivery,889.16,59.24,0,948.4,10,4.1
92478,1436,Bedroom,Dresser,CB2,Rescheduled,FALSE,Credit Card,2211.61,98.26,0,2309.87,5,NIL
44803,4728,Bedroom,Mattress,West Elm,Failed Delivery,TRUE,Credit Card,2040.71,55.38,179.29,2275.38,3,2.8
32349,9589,Bedroom,Mattress,Urban Outfitters,Failed Delivery,FALSE,Bank Transfer,2101.43,87.43,0,2188.86,3,2.9
92447,7229,Bedroom,Nightstand,Target,Delivered,TRUE,Cash on Delivery,2055.05,120.62,169.28,2344.95,13,2.6
35006,1310,Bedroom,Nightstand,West Elm,In Transit,FALSE,Apple Pay,579.63,117.53,0,697.16,1,4.8
18163,3262,Bedroom,Dresser,Target,Cancelled,FALSE,Credit Card,1167.12,0,0,1167.12,5,3.4
72888,6714,Bedroom,Nightstand,HomeGoods,Rescheduled,FALSE,Bank Transfer,971.96,83.41,0,1055.37,11,4.6
95979,5201,Bedroom,Dresser,IKEA,In Transit,FALSE,Debit Card,1125.96,83.07,0,1209.03,12,2.1
34420,5742,Bedroom,Chest of Drawers,Wayfair,Rescheduled,FALSE,Debit Card,360.87,98.29,0,459.16,14,1.6
70150,5215,Bedroom,Bed Frame,CB2,Cancelled,TRUE,Debit Card,224.74,70.14,77,371.88,2,2.3
34405,1230,Bedroom,Dresser,Unknown,Pending,TRUE,Apple Pay,615.37,73.3,102.73,791.4,8,NIL
52982,2421,Bedroom,Mattress,World Market,In Transit,TRUE,Cash on Delivery,655.47,0,84.75,740.22,13,NIL
34219,3303,Bedroom,Bed Frame,Target,Pending,FALSE,Apple Pay,1568.03,112.53,0,1680.56,10,4.1
44995,6400,Bedroom,Mattress,Wayfair,In Transit,FALSE,PayPal,864.41,80.11,0,944.52,11,3.1
44282,6890,Bedroom,Mattress,World Market,Failed Delivery,FALSE,Apple Pay,1280.78,0,0,1280.78,8,1.8
40972,2017,Bedroom,Nightstand,Target,In Transit,FALSE,PayPal,1920.74,61.78,0,1982.52,11,4.7
30934,7642,Bedroom,Dresser,CB2,Pending,TRUE,Debit Card,1025.04,148.43,69.88,1243.35,9,4.4
38721,3188,Bedroom,Chest of Drawers,West Elm,Failed Delivery,FALSE,Credit Card,1344.18,74.86,0,1419.04,2,4.8
79228,6927,Bedroom,Dresser,Pottery Barn,Failed Delivery,FALSE,Google Pay,1803.35,110.38,0,1913.73,12,2.4
76255,4312,Bedroom,Dresser,West Elm,In Transit,FALSE,Google Pay,1421.12,0,0,1421.12,12,2.1
86434,9008,Bedroom,Chest of Drawers,West Elm,Pending,TRUE,PayPal,2979.13,0,62.27,3041.4,4,4.2
21919,9361,Bedroom,Bed Frame,HomeGoods,Cancelled,TRUE,PayPal,2593.96,93.89,177.91,2865.76,9,3.5
55158,2044,Bedroom,Dresser,Unknown,Pending,TRUE,Google Pay,1294.07,0,145.17,1439.24,2,1.1
79316,3086,Bedroom,Dresser,Urban Outfitters,Delivered,TRUE,Debit Card,2765.11,65.59,,3018.89,7,3.8
70686,9920,Bedroom,Nightstand,Crate & Barrel,Delivered,TRUE,PayPal,339.53,65.27,195.53,600.33,12,2.6
46129,4088,Bedroom,Wardrobe,Ashley Furniture,Failed Delivery,FALSE,Google Pay,1656.39,64.34,0,1720.73,1,NIL
18819,2653,Bedroom,Dresser,IKEA,Failed Delivery,FALSE,Cash on Delivery,1965.72,0,0,1965.72,5,2.5
40715,9843,Bedroom,Mattress,CB2,Failed Delivery,FALSE,Google Pay,1112.4,115.97,0,1228.37,3,1.1
49387,5508,Bedroom,Dresser,Target,In Transit,FALSE,Credit Card,2576.07,0,0,2576.07,9,1.1
68954,7079,Bedroom,Wardrobe,Unknown,Rescheduled,TRUE,Credit Card,2838.51,91.63,163.15,3093.29,6,3.7
34966,1844,Bedroom,Mattress,Wayfair,Rescheduled,FALSE,PayPal,2842.04,141.01,0,2983.05,11,4.9
53642,5967,Bedroom,Mattress,West Elm,Failed Delivery,FALSE,Bank Transfer,993.89,0,0,993.89,2,4.1
71112,9743,Bedroom,Wardrobe,IKEA,Cancelled,FALSE,Bank Transfer,1060.46,113.43,0,1173.89,1,2.2
58589,6126,Bedroom,Nightstand,IKEA,Delivered,TRUE,Credit Card,1518.5,129.5,40.41,1688.41,1,3.5
48691,3497,Bedroom,Bed Frame,IKEA,Cancelled,TRUE,PayPal,1793.77,0,,1964.76,12,4.2
35715,6404,Bedroom,Mattress,Overstock,Pending,TRUE,PayPal,2115.57,149.58,233.84,2498.99,12,1.9
94108,9037,Bedroom,Chest of Drawers,West Elm,Cancelled,TRUE,Debit Card,1279.6,138.07,39.39,1457.06,5,3.7
11198,4583,Bedroom,Bed Frame,Overstock,Cancelled,TRUE,Debit Card,977.32,60.97,29.98,1068.27,8,2.5
58916,1990,Bedroom,Mattress,IKEA,Cancelled,FALSE,Google Pay,2260.02,106.28,0,2366.3,8,3.8
80220,5697,Bedroom,Chest of Drawers,HomeGoods,Pending,TRUE,Debit Card,2297.23,86.17,140.64,2524.04,13,4.5
43084,6807,Bedroom,Chest of Drawers,Overstock,Delivered,TRUE,Bank Transfer,2105.04,105.29,237.26,2447.59,3,NIL
45038,7502,Bedroom,Mattress,Wayfair,Rescheduled,FALSE,Apple Pay,1854.67,83.74,0,1938.41,6,2.9
82443,8798,Bedroom,Mattress,World Market,Failed Delivery,FALSE,Credit Card,436.04,31.15,0,467.19,8,4.6
19744,5593,Bedroom,Bed Frame,IKEA,Failed Delivery,FALSE,Debit Card,1077.61,0,0,1077.61,9,3
81176,1539,Bedroom,Bed Frame,Pottery Barn,In Transit,FALSE,Bank Transfer,1486.84,74.19,0,1561.03,10,2.8
17038,2600,Bedroom,Mattress,Wayfair,Pending,FALSE,Debit Card,2322.01,0,0,2322.01,5,1.2
67290,4803,Bedroom,Nightstand,Ashley Furniture,In Transit,TRUE,Cash on Delivery,1772.49,132.59,232.06,2137.14,5,1.8
69054,9038,Bedroom,Bed Frame,CB2,In Transit,FALSE,Google Pay,2137.54,91.26,0,2228.8,7,2.2
21995,1085,Bedroom,Dresser,Urban Outfitters,Failed Delivery,FALSE,Cash on Delivery,338.26,27.35,0,365.61,7,3
48253,7779,Bedroom,Dresser,Ashley Furniture,In Transit,FALSE,Cash on Delivery,428.17,94.88,0,523.05,9,3.6
32216,3274,Bedroom,Wardrobe,HomeGoods,Delivered,TRUE,Bank Transfer,1966.84,124.77,91.73,2183.34,13,4.1
